photo_id,path_files,label
wvbC6UipqAPrtaEVoYFAcw,photos\wvbC6UipqAPrtaEVoYFAcw.jpg,food
P68yeWeawJ7gaA9pHjjbLQ,photos\P68yeWeawJ7gaA9pHjjbLQ.jpg,inside
2k7k9qWn4SqcYRqR0y5LTg,photos\2k7k9qWn4SqcYRqR0y5LTg.jpg,outside
z_wVz9Etetfi4fpmdFVzOQ,photos\z_wVz9Etetfi4fpmdFVzOQ.jpg,food
CQ4EcvgNPTMb6FgkeDLzqA,photos\CQ4EcvgNPTMb6FgkeDLzqA.jpg,food
x7EOLVYPFGZJnGkCu_oOxQ,photos\x7EOLVYPFGZJnGkCu_oOxQ.jpg,food
2kJkoGU3RGw-gJUWGAG4-w,photos\2kJkoGU3RGw-gJUWGAG4-w.jpg,food
tNoeYj4o4z2d_GH11J3Iog,photos\tNoeYj4o4z2d_GH11J3Iog.jpg,inside
jMi4hec8Ti-8uQtROeK5dg,photos\jMi4hec8Ti-8uQtROeK5dg.jpg,food
_vdDhVN0VisXfMcmk9D7CA,photos\_vdDhVN0VisXfMcmk9D7CA.jpg,inside
3mktXSV0cYPYaDfWriM3WQ,photos\3mktXSV0cYPYaDfWriM3WQ.jpg,food
nVRa1GnPCWAUV1MnxUJJpQ,photos\nVRa1GnPCWAUV1MnxUJJpQ.jpg,food
VCx93dj0otAZJBk-IH6gIw,photos\VCx93dj0otAZJBk-IH6gIw.jpg,food
lLmGrjW18gm3ZHXYA8TXiw,photos\lLmGrjW18gm3ZHXYA8TXiw.jpg,food
mEdpVS1N5sZSv7F0CvUSRA,photos\mEdpVS1N5sZSv7F0CvUSRA.jpg,inside
6pUTzpaSydvmOmtA-bhGSg,photos\6pUTzpaSydvmOmtA-bhGSg.jpg,food
IR7Vt0SHCPaK3CYRQ_jPAA,photos\IR7Vt0SHCPaK3CYRQ_jPAA.jpg,inside
LVw3qUUTHyydXXormcMFyg,photos\LVw3qUUTHyydXXormcMFyg.jpg,inside
eFhhLngvhJzTKihRmIS1gA,photos\eFhhLngvhJzTKihRmIS1gA.jpg,food
W_T_uDNYDMmXdw3PmLqGdg,photos\W_T_uDNYDMmXdw3PmLqGdg.jpg,food
Db4BDY3gtN4qIRjWl5jGfA,photos\Db4BDY3gtN4qIRjWl5jGfA.jpg,inside
XP5WgbJlH5qaFfXdLxQCdw,photos\XP5WgbJlH5qaFfXdLxQCdw.jpg,food
BqMSQM4AtQjX2ea1_LRDPw,photos\BqMSQM4AtQjX2ea1_LRDPw.jpg,food
3gPlYVIwsWp2C3QeOOxDXQ,photos\3gPlYVIwsWp2C3QeOOxDXQ.jpg,inside
gVg8Ibnp9s4WExgEhHb3iQ,photos\gVg8Ibnp9s4WExgEhHb3iQ.jpg,food
icorSHaEyLMh4-DdG7Rxjg,photos\icorSHaEyLMh4-DdG7Rxjg.jpg,outside
RMidLVssfM5E87SisGqLcg,photos\RMidLVssfM5E87SisGqLcg.jpg,food
GhiQq4uuSeaWOYu01xd-CQ,photos\GhiQq4uuSeaWOYu01xd-CQ.jpg,outside
iYkYUCm-xBwfaXJF8RHY2g,photos\iYkYUCm-xBwfaXJF8RHY2g.jpg,food
lVTtZjLkUQA_fRhAbEg6Sw,photos\lVTtZjLkUQA_fRhAbEg6Sw.jpg,inside
sM7OuuLg9BYwOKuglRGIMQ,photos\sM7OuuLg9BYwOKuglRGIMQ.jpg,food
JyVbIJZlc3MDyr9dK3iWoQ,photos\JyVbIJZlc3MDyr9dK3iWoQ.jpg,inside
cK9u43pwiAe6DuKeeYwrEw,photos\cK9u43pwiAe6DuKeeYwrEw.jpg,outside
OQkLwy8mSBvVPjVPOOuXWA,photos\OQkLwy8mSBvVPjVPOOuXWA.jpg,food
WkzZHZrSo5VKDnZDPy0tkA,photos\WkzZHZrSo5VKDnZDPy0tkA.jpg,food
2OJ7TVnEHJpVXh8t30Amaw,photos\2OJ7TVnEHJpVXh8t30Amaw.jpg,menu
Nc8_7wTU_MaOXBxozpLo-w,photos\Nc8_7wTU_MaOXBxozpLo-w.jpg,drink
76tE_h0nSC8CQAdtEN-bqg,photos\76tE_h0nSC8CQAdtEN-bqg.jpg,outside
Y3WlbUArfQeD7POl_EIpbg,photos\Y3WlbUArfQeD7POl_EIpbg.jpg,food
39i9PhG89Mgh4YPveIG3jg,photos\39i9PhG89Mgh4YPveIG3jg.jpg,food
9HtDiWkCKLJTeByuND8gnA,photos\9HtDiWkCKLJTeByuND8gnA.jpg,food
_Jt_wozLDQTTP5mevwQemQ,photos\_Jt_wozLDQTTP5mevwQemQ.jpg,inside
Xq6wuDh4R9DtNDzBadIxcQ,photos\Xq6wuDh4R9DtNDzBadIxcQ.jpg,inside
ELj-Gw7g7QFvKI-014wNkw,photos\ELj-Gw7g7QFvKI-014wNkw.jpg,inside
sw0XAlQI0iq7vx1SDS8CqQ,photos\sw0XAlQI0iq7vx1SDS8CqQ.jpg,outside
GNkeUZSxtGCN_xNQ6Q1k3w,photos\GNkeUZSxtGCN_xNQ6Q1k3w.jpg,inside
Bo5sxVO77o6PiZVQGP22dw,photos\Bo5sxVO77o6PiZVQGP22dw.jpg,food
PkZ4GtxcmvUD_sK8PYa7_g,photos\PkZ4GtxcmvUD_sK8PYa7_g.jpg,food
flkzMGjl3U2KiIup3Ochpw,photos\flkzMGjl3U2KiIup3Ochpw.jpg,food
fwUDV5tkj01PmVCnz2XQBA,photos\fwUDV5tkj01PmVCnz2XQBA.jpg,food
6XXc5h3BgRKGfFMTRoVd7g,photos\6XXc5h3BgRKGfFMTRoVd7g.jpg,outside
RTKEV8C7ytuX1-jw76vUkw,photos\RTKEV8C7ytuX1-jw76vUkw.jpg,inside
O3wc9HYleTIFsUlZM0qL3w,photos\O3wc9HYleTIFsUlZM0qL3w.jpg,food
6CyRJH3CSWQ5GCgjUyh3Gw,photos\6CyRJH3CSWQ5GCgjUyh3Gw.jpg,inside
DJtfG5SOpMYzlSX8I1Gf4Q,photos\DJtfG5SOpMYzlSX8I1Gf4Q.jpg,food
BD8D9iBQvyHcen7xnSwK5Q,photos\BD8D9iBQvyHcen7xnSwK5Q.jpg,inside
fNnVCubzKjj7KfRCO6JqTA,photos\fNnVCubzKjj7KfRCO6JqTA.jpg,inside
eHfm0lKSyq-9n9EF3rt_BA,photos\eHfm0lKSyq-9n9EF3rt_BA.jpg,food
3b0TJhA35jF_M3eV3Q7lqA,photos\3b0TJhA35jF_M3eV3Q7lqA.jpg,food
WxNeLFnkbnF5xDQtJ10Uzg,photos\WxNeLFnkbnF5xDQtJ10Uzg.jpg,food
iF343cutIOrhM1vylGOmbQ,photos\iF343cutIOrhM1vylGOmbQ.jpg,food
wjuQU135_cNggfLhqDYRtg,photos\wjuQU135_cNggfLhqDYRtg.jpg,food
FuQESUrkA8lokw9bGZnOHA,photos\FuQESUrkA8lokw9bGZnOHA.jpg,outside
i1_ROduc2M4IFkIiDp9aWQ,photos\i1_ROduc2M4IFkIiDp9aWQ.jpg,food
f5aT2DsCG8xwmvZo6QGB6Q,photos\f5aT2DsCG8xwmvZo6QGB6Q.jpg,inside
knAM0FL1R99ct-HbskSkGQ,photos\knAM0FL1R99ct-HbskSkGQ.jpg,food
aHfF4gL-Y5PdLYJvEOiyNQ,photos\aHfF4gL-Y5PdLYJvEOiyNQ.jpg,drink
2IbnD__1RLQQx5IAWZxUcQ,photos\2IbnD__1RLQQx5IAWZxUcQ.jpg,food
DTxJT3FWgdCIdiAhO46lmA,photos\DTxJT3FWgdCIdiAhO46lmA.jpg,food
GUtgRbnA7le2ESay1OAlpg,photos\GUtgRbnA7le2ESay1OAlpg.jpg,food
QGe2imJ1VXxWDOXYt7iXMQ,photos\QGe2imJ1VXxWDOXYt7iXMQ.jpg,food
hPOWlkZl7VtAYfCOR81ZmQ,photos\hPOWlkZl7VtAYfCOR81ZmQ.jpg,food
mcVrK_KqWz01Rufz2vKeNg,photos\mcVrK_KqWz01Rufz2vKeNg.jpg,outside
2EJIQeb2LWdGh6FRZNi-DQ,photos\2EJIQeb2LWdGh6FRZNi-DQ.jpg,inside
Mb6EutwzwdULNoCMVCjHnA,photos\Mb6EutwzwdULNoCMVCjHnA.jpg,drink
VRNaXeSseoNt5pMIS3QeQg,photos\VRNaXeSseoNt5pMIS3QeQg.jpg,inside
HxA5qxBIUE_n8-qgRymLYw,photos\HxA5qxBIUE_n8-qgRymLYw.jpg,food
vIDrusi5gyixT4qaEp50aw,photos\vIDrusi5gyixT4qaEp50aw.jpg,inside
Vpizj21FbD5XSZ9dBJaIlw,photos\Vpizj21FbD5XSZ9dBJaIlw.jpg,inside
bElyrqigSdCLhXdTj3JHIw,photos\bElyrqigSdCLhXdTj3JHIw.jpg,food
JHA6GczPcqtPm89JY6_CpQ,photos\JHA6GczPcqtPm89JY6_CpQ.jpg,food
sojIe7C75WQdmjgOGxFBQQ,photos\sojIe7C75WQdmjgOGxFBQQ.jpg,drink
ItRnF0E79uvB7SwFoDt67Q,photos\ItRnF0E79uvB7SwFoDt67Q.jpg,food
x2_bpz24I2oLPW-Xq6vLlA,photos\x2_bpz24I2oLPW-Xq6vLlA.jpg,drink
Ui7PeKDa1kOre5fglw-23Q,photos\Ui7PeKDa1kOre5fglw-23Q.jpg,outside
fI0BogLgqLx-H3oPXJHjYQ,photos\fI0BogLgqLx-H3oPXJHjYQ.jpg,outside
nGTCPQpad29QuCiOTPZoRw,photos\nGTCPQpad29QuCiOTPZoRw.jpg,food
CkRLeIp5_v09-z_0rXHyUA,photos\CkRLeIp5_v09-z_0rXHyUA.jpg,inside
NdlbfrIXzh5BOol1vK3Tjw,photos\NdlbfrIXzh5BOol1vK3Tjw.jpg,food
xVugE8ANPEbpU-piqw4khg,photos\xVugE8ANPEbpU-piqw4khg.jpg,inside
q8CTOe2CYDwrqlLwvjn_oQ,photos\q8CTOe2CYDwrqlLwvjn_oQ.jpg,food
QNtmbRPCTwEBCK_gclajPg,photos\QNtmbRPCTwEBCK_gclajPg.jpg,inside
KcSJa50XHl9Pxs2Z7Z1-9A,photos\KcSJa50XHl9Pxs2Z7Z1-9A.jpg,food
RmEGfTKJbAsX9wd83NJ6zw,photos\RmEGfTKJbAsX9wd83NJ6zw.jpg,food
BXFUuOuRhwaYvf7I3wtGKA,photos\BXFUuOuRhwaYvf7I3wtGKA.jpg,drink
RDGWzzzpELHxCGcCXig5xQ,photos\RDGWzzzpELHxCGcCXig5xQ.jpg,food
robCNLEnlIFmZPnIjkr7dg,photos\robCNLEnlIFmZPnIjkr7dg.jpg,food
JPyy8Aq6IN0kSzHK5mUpPA,photos\JPyy8Aq6IN0kSzHK5mUpPA.jpg,food
Rl9SVftT9w49hVIhBez5cg,photos\Rl9SVftT9w49hVIhBez5cg.jpg,inside
mLdHQk1oVtKg8z5s86pEtw,photos\mLdHQk1oVtKg8z5s86pEtw.jpg,food
2CNCTDVe4LSBAHv3nbAX-g,photos\2CNCTDVe4LSBAHv3nbAX-g.jpg,inside
guXbnj8C44An_-Etia1Qtg,photos\guXbnj8C44An_-Etia1Qtg.jpg,food
TFBMRxv25p28OZRhEF7L2w,photos\TFBMRxv25p28OZRhEF7L2w.jpg,food
94VyDo7aZfiRgCojA4e7ng,photos\94VyDo7aZfiRgCojA4e7ng.jpg,food
BIS7Av9Qy-Setm37rg8rOQ,photos\BIS7Av9Qy-Setm37rg8rOQ.jpg,inside
s2KtQF6mxJdF5iqVQcWwWw,photos\s2KtQF6mxJdF5iqVQcWwWw.jpg,inside
KfDO_VGorZQV18B4RJdX1Q,photos\KfDO_VGorZQV18B4RJdX1Q.jpg,food
XoOSX-mPcpwxLuU-Chogtg,photos\XoOSX-mPcpwxLuU-Chogtg.jpg,food
IXXhbLtlAvS_-4lb9VQVwQ,photos\IXXhbLtlAvS_-4lb9VQVwQ.jpg,menu
BCRTL6-ALwSM3nY5zhYrbw,photos\BCRTL6-ALwSM3nY5zhYrbw.jpg,food
X9IKAXId8-pmqokyb4X3BQ,photos\X9IKAXId8-pmqokyb4X3BQ.jpg,food
wrNWcYBfqow1j6bvmhUG_A,photos\wrNWcYBfqow1j6bvmhUG_A.jpg,food
AKtaB1agSOFs1gpAm1_TSA,photos\AKtaB1agSOFs1gpAm1_TSA.jpg,food
K6pK16ZVmZxGcMvTMt5S0w,photos\K6pK16ZVmZxGcMvTMt5S0w.jpg,drink
xIoiYLuKp_q2XHU7Whn5lw,photos\xIoiYLuKp_q2XHU7Whn5lw.jpg,food
q3c-4pDurcapkz-sJ4CyRA,photos\q3c-4pDurcapkz-sJ4CyRA.jpg,inside
kbY1FkTZTdtbwSxEkCmbyw,photos\kbY1FkTZTdtbwSxEkCmbyw.jpg,inside
fSWQRUToj8eIW_lTXLgexQ,photos\fSWQRUToj8eIW_lTXLgexQ.jpg,inside
fTV7G12NDIm84QXkSCITew,photos\fTV7G12NDIm84QXkSCITew.jpg,food
wexjLIbQ6ZetXuoJIySlGg,photos\wexjLIbQ6ZetXuoJIySlGg.jpg,food
9b0fNl8We6xNry9ra-E7Iw,photos\9b0fNl8We6xNry9ra-E7Iw.jpg,food
L9Gn6QUo35Da3045i8KK3Q,photos\L9Gn6QUo35Da3045i8KK3Q.jpg,outside
7XNKevS33B4dnbmOpgtW6A,photos\7XNKevS33B4dnbmOpgtW6A.jpg,drink
iS2dvXtPrGbw8FNa-4GKyg,photos\iS2dvXtPrGbw8FNa-4GKyg.jpg,inside
_6Jjg4Y3aDUWTCNThxFJ3Q,photos\_6Jjg4Y3aDUWTCNThxFJ3Q.jpg,inside
5RVNGIwoIy7Bu1NWZXOG6w,photos\5RVNGIwoIy7Bu1NWZXOG6w.jpg,outside
3W8qSp35z581nf5s76olUw,photos\3W8qSp35z581nf5s76olUw.jpg,drink
X0fo1DtE94Nf5D0SPuEQcA,photos\X0fo1DtE94Nf5D0SPuEQcA.jpg,food
qu5dl1gKdjyq2uVK_FAy3w,photos\qu5dl1gKdjyq2uVK_FAy3w.jpg,outside
yINDWw9aAWNdchTIvhd9NQ,photos\yINDWw9aAWNdchTIvhd9NQ.jpg,food
CAK8_W2yWrCvhHkU09hClw,photos\CAK8_W2yWrCvhHkU09hClw.jpg,outside
TljlN4GzUQEhlBLiHTJvqw,photos\TljlN4GzUQEhlBLiHTJvqw.jpg,food
VCpflkKKJiKp82Hw2sjLtA,photos\VCpflkKKJiKp82Hw2sjLtA.jpg,food
vOzzzVElsMtRYhIMCzSPkw,photos\vOzzzVElsMtRYhIMCzSPkw.jpg,drink
zfblNRWQi3OLjjB_fFXW_Q,photos\zfblNRWQi3OLjjB_fFXW_Q.jpg,food
OXKeV4FhzckfiNwP0jmGpA,photos\OXKeV4FhzckfiNwP0jmGpA.jpg,food
bO2rq6tWpj2jH6mcb5fVuA,photos\bO2rq6tWpj2jH6mcb5fVuA.jpg,inside
T08CQntDk_e_2DuiDqaR8g,photos\T08CQntDk_e_2DuiDqaR8g.jpg,food
X7M_BM0_z-aoxlxTtdlPOA,photos\X7M_BM0_z-aoxlxTtdlPOA.jpg,food
gBoP_5OqOC_yrNBNi-a7NQ,photos\gBoP_5OqOC_yrNBNi-a7NQ.jpg,inside
nU7FQIJUED23nePV1CfGNg,photos\nU7FQIJUED23nePV1CfGNg.jpg,food
9v2Jn7MzmUI9YR1qO-M0gw,photos\9v2Jn7MzmUI9YR1qO-M0gw.jpg,food
FQwmaUM1GB-5_4qollSVZQ,photos\FQwmaUM1GB-5_4qollSVZQ.jpg,food
NPcpfTRS9D8DHYobFitghg,photos\NPcpfTRS9D8DHYobFitghg.jpg,outside
f7QS6w5pK07itUOVJXuHDg,photos\f7QS6w5pK07itUOVJXuHDg.jpg,inside
l6DEDG4tagvvBTwTUY7IMw,photos\l6DEDG4tagvvBTwTUY7IMw.jpg,food
cBpe3Mi5-mS6HO1H8vIXqg,photos\cBpe3Mi5-mS6HO1H8vIXqg.jpg,inside
OB3J2UB6Of2G31oM_C-K0w,photos\OB3J2UB6Of2G31oM_C-K0w.jpg,food
rK78RAVIPE0T-iGdg56agg,photos\rK78RAVIPE0T-iGdg56agg.jpg,inside
bfFrjiyAMWRXYNaYV8VNPw,photos\bfFrjiyAMWRXYNaYV8VNPw.jpg,food
rzggAr_LPWSbJmp6_clLtw,photos\rzggAr_LPWSbJmp6_clLtw.jpg,food
BYCxqHjmL_eW0ogDri8CBQ,photos\BYCxqHjmL_eW0ogDri8CBQ.jpg,inside
iOUy8fE2KJp0dVu-4uzxDQ,photos\iOUy8fE2KJp0dVu-4uzxDQ.jpg,food
WVXGzByXEDnQ8DcBWQq5qg,photos\WVXGzByXEDnQ8DcBWQq5qg.jpg,inside
3TsY4KQ8kEMjeUGfti8WzA,photos\3TsY4KQ8kEMjeUGfti8WzA.jpg,food
F357PluKtLMFLnofgTuY-Q,photos\F357PluKtLMFLnofgTuY-Q.jpg,food
7FV2OG1e6w82TlvAb0_ahg,photos\7FV2OG1e6w82TlvAb0_ahg.jpg,food
5_dutzUiz-YscLgrB03E2A,photos\5_dutzUiz-YscLgrB03E2A.jpg,food
MxXPJrY02qry6N3HTMBBNQ,photos\MxXPJrY02qry6N3HTMBBNQ.jpg,food
2QbcvlgpLWk39m9EWPMLZA,photos\2QbcvlgpLWk39m9EWPMLZA.jpg,food
d4KTyrlPJOIilheUume1bA,photos\d4KTyrlPJOIilheUume1bA.jpg,inside
Zzp4khuzaN3wbehzxQ9JAQ,photos\Zzp4khuzaN3wbehzxQ9JAQ.jpg,food
DLKrH9vSAoetcBITmctEEg,photos\DLKrH9vSAoetcBITmctEEg.jpg,food
jh9mRV15gLE8hvefGFpdqw,photos\jh9mRV15gLE8hvefGFpdqw.jpg,inside
UhqwwvwBU_bYcybnTg5Qhg,photos\UhqwwvwBU_bYcybnTg5Qhg.jpg,food
y1B0M_YpwKscBWfhpn2a8g,photos\y1B0M_YpwKscBWfhpn2a8g.jpg,food
5OxpJKHdy9IBRwmi97aPRA,photos\5OxpJKHdy9IBRwmi97aPRA.jpg,inside
jNeM3PHLD6Cb65UVpcpyFQ,photos\jNeM3PHLD6Cb65UVpcpyFQ.jpg,drink
6aCKY5AEFwZxl3tzjWWVwg,photos\6aCKY5AEFwZxl3tzjWWVwg.jpg,outside
hbS_1Tz6RRx9lL6VE4Stng,photos\hbS_1Tz6RRx9lL6VE4Stng.jpg,inside
FDIpNjXdmYaG9G71jnF6aA,photos\FDIpNjXdmYaG9G71jnF6aA.jpg,inside
EEbVUiDUuBxol2BcWEV-bA,photos\EEbVUiDUuBxol2BcWEV-bA.jpg,food
BDuKlGbia71wUh5svAfsvw,photos\BDuKlGbia71wUh5svAfsvw.jpg,food
w5wmOIdHkXLBedMWPwNsPw,photos\w5wmOIdHkXLBedMWPwNsPw.jpg,inside
wxmbemiUZ6I-TNoTU3MLwA,photos\wxmbemiUZ6I-TNoTU3MLwA.jpg,inside
YTt4AH1yudYinY7wZCum5A,photos\YTt4AH1yudYinY7wZCum5A.jpg,food
h9ogJcNU9Vvh4ED_JtPBsw,photos\h9ogJcNU9Vvh4ED_JtPBsw.jpg,food
ZpgqSsEg2x76gZTyabENeQ,photos\ZpgqSsEg2x76gZTyabENeQ.jpg,inside
sv96Xdb5-bwQRbemj6VKZg,photos\sv96Xdb5-bwQRbemj6VKZg.jpg,outside
KdL4A3gSdsn2WWlJz8fs3A,photos\KdL4A3gSdsn2WWlJz8fs3A.jpg,food
gRWJignYlHw9E2VZFSAgYg,photos\gRWJignYlHw9E2VZFSAgYg.jpg,food
RXnoX5nJHYVlIJlae5GqQw,photos\RXnoX5nJHYVlIJlae5GqQw.jpg,food
cgcLG6AoCP5VtpjqDOovbg,photos\cgcLG6AoCP5VtpjqDOovbg.jpg,inside
FdskhvWHAne7yhCowoy4kg,photos\FdskhvWHAne7yhCowoy4kg.jpg,food
YmpM9Y1B-sSSjI1BLgA4jQ,photos\YmpM9Y1B-sSSjI1BLgA4jQ.jpg,food
dN-kmnDiwYesjXGEoegMoQ,photos\dN-kmnDiwYesjXGEoegMoQ.jpg,food
lwFNj6caNphSohOOgHIDMQ,photos\lwFNj6caNphSohOOgHIDMQ.jpg,food
GghZ4lL9oUaGpYjQUGMRkQ,photos\GghZ4lL9oUaGpYjQUGMRkQ.jpg,outside
8nWRUY02n5xEcJlNUPjavA,photos\8nWRUY02n5xEcJlNUPjavA.jpg,inside
43WnwkE5pAiDBYkhHJHpQg,photos\43WnwkE5pAiDBYkhHJHpQg.jpg,food
CEnV_-fa_j6JfJUmuA_mmg,photos\CEnV_-fa_j6JfJUmuA_mmg.jpg,inside
ZYdhRckO9jgpmG_Sd9mUTw,photos\ZYdhRckO9jgpmG_Sd9mUTw.jpg,inside
UwFFcGuTkTy3InlfdLrpSA,photos\UwFFcGuTkTy3InlfdLrpSA.jpg,inside
ZPOKlcETIptTWBoxPKrA3g,photos\ZPOKlcETIptTWBoxPKrA3g.jpg,food
HhVO44O4rEi2e0XrGFulIw,photos\HhVO44O4rEi2e0XrGFulIw.jpg,food
yv2q6iVib83VLpgU_VFrcw,photos\yv2q6iVib83VLpgU_VFrcw.jpg,food
uc-AF7EYXDVifbS3OcDglw,photos\uc-AF7EYXDVifbS3OcDglw.jpg,food
rhW4Mw8A3kowtmPrzxcCLg,photos\rhW4Mw8A3kowtmPrzxcCLg.jpg,food
oXrYbJFldTsvPieNnjXKcw,photos\oXrYbJFldTsvPieNnjXKcw.jpg,food
wENdpic2JqLHMzUn8WZU-Q,photos\wENdpic2JqLHMzUn8WZU-Q.jpg,food
RXMQFVI6r-Ep00qmcdV6Zw,photos\RXMQFVI6r-Ep00qmcdV6Zw.jpg,food
GZA1S0K3Gy3X_lyj_JJeoQ,photos\GZA1S0K3Gy3X_lyj_JJeoQ.jpg,inside
ECq-y-DtMEprTm5bD0hwvw,photos\ECq-y-DtMEprTm5bD0hwvw.jpg,food
eiAxJ4XoXvXyiMdM8v1arw,photos\eiAxJ4XoXvXyiMdM8v1arw.jpg,food
VpWKpItoDhkiDt6zfTd3vg,photos\VpWKpItoDhkiDt6zfTd3vg.jpg,food
lEcFzyteCakfbWLpBCKl2g,photos\lEcFzyteCakfbWLpBCKl2g.jpg,food
pebJuMtcy8shrxVwhXQ4wA,photos\pebJuMtcy8shrxVwhXQ4wA.jpg,food
eTJFe6-dQS5iT6q1-xLRmA,photos\eTJFe6-dQS5iT6q1-xLRmA.jpg,inside
O6dDwLDhVQZv3uLUY_gZcA,photos\O6dDwLDhVQZv3uLUY_gZcA.jpg,drink
XT3kOIV8A5A6M7te76V4RA,photos\XT3kOIV8A5A6M7te76V4RA.jpg,inside
N4ymEPBH1SHUYOSmwBUXCg,photos\N4ymEPBH1SHUYOSmwBUXCg.jpg,inside
EOKceaS_AaTOhdNrbdqh2A,photos\EOKceaS_AaTOhdNrbdqh2A.jpg,food
GdfDmbKnd-vg3H3A70rDHw,photos\GdfDmbKnd-vg3H3A70rDHw.jpg,drink
7hLdO2MeAIKY1n8UBEInoQ,photos\7hLdO2MeAIKY1n8UBEInoQ.jpg,food
yJJYq1Pqyk3RhcnkDLB37g,photos\yJJYq1Pqyk3RhcnkDLB37g.jpg,drink
3XJbWk4jdNlhf0XkpaEtSg,photos\3XJbWk4jdNlhf0XkpaEtSg.jpg,food
pyJeawOBOzg5AMQzAvZUtQ,photos\pyJeawOBOzg5AMQzAvZUtQ.jpg,food
i_6XDaeMcutC1gbjqQ9ayQ,photos\i_6XDaeMcutC1gbjqQ9ayQ.jpg,drink
Ty036HyrHCw_uxVdGq8pEQ,photos\Ty036HyrHCw_uxVdGq8pEQ.jpg,food
8z3jAJsAzNDvQYTpfrwNsQ,photos\8z3jAJsAzNDvQYTpfrwNsQ.jpg,food
CYN-jpMquXE7WhDTNbE1PQ,photos\CYN-jpMquXE7WhDTNbE1PQ.jpg,food
lnJjkLHniUxcCjVWumgAsQ,photos\lnJjkLHniUxcCjVWumgAsQ.jpg,food
bScGxdM-rKoV1jOYxHUryw,photos\bScGxdM-rKoV1jOYxHUryw.jpg,food
2ewIH2dVtLM6igbZR3-SYA,photos\2ewIH2dVtLM6igbZR3-SYA.jpg,food
6IVINHp4t1Bg5l8SPCKR2A,photos\6IVINHp4t1Bg5l8SPCKR2A.jpg,food
7_PShh38wG2BI_UvGYg_VQ,photos\7_PShh38wG2BI_UvGYg_VQ.jpg,food
KsElYBREO1k5a_qnzZCx4g,photos\KsElYBREO1k5a_qnzZCx4g.jpg,inside
QMj7qrE3pd4oLsdezv7lZw,photos\QMj7qrE3pd4oLsdezv7lZw.jpg,food
2v3wLBysAKYJsKM8nWC1_w,photos\2v3wLBysAKYJsKM8nWC1_w.jpg,inside
